pH,Do duc (NTU),Nhiet do (°C),Label,Khu vuc,Kenh
7.15,658.38,31.96,Signs of Water Pollution,Go Vap,An Thong
8.1,795.12,6.24,Signs of Water Pollution,Go Vap,An Thong
6.17,516.78,15.14,Signs of Water Pollution,Go Vap,An Thong
7.13,638.06,41.71,Signs of Water Pollution,Go Vap,An Thong
5.51,430.19,13.99,Signs of Water Pollution,Go Vap,An Thong
7.09,896.14,34.33,Signs of Water Pollution,Go Vap,An Thong
7.83,332.93,13.36,Signs of Water Pollution,Go Vap,An Thong
8.44,369.34,13.17,Signs of Water Pollution,Go Vap,An Thong
5.61,823.51,45.96,Signs of Water Pollution,Go Vap,An Thong
7.64,397.15,11.98,Signs of Water Pollution,Go Vap,An Thong
7.84,930.35,47.1,Signs of Water Pollution,Go Vap,An Thong
7.01,741.17,9.77,Signs of Water Pollution,Go Vap,An Thong
6.63,939.84,41.36,Signs of Water Pollution,Go Vap,An Thong
5.85,351.91,43.74,Signs of Water Pollution,Go Vap,An Thong
7.42,450.99,40.42,Signs of Water Pollution,Go Vap,An Thong
8.09,725.36,26.4,Signs of Water Pollution,Go Vap,An Thong
5.86,927.07,35.55,Signs of Water Pollution,Go Vap,An Thong
7.24,600.19,45.62,Signs of Water Pollution,Go Vap,An Thong
8.08,983.11,37.45,Signs of Water Pollution,Go Vap,An Thong
6.12,917.47,47.01,Signs of Water Pollution,Go Vap,An Thong
8.22,345.35,13.47,Signs of Water Pollution,Go Vap,An Thong
6.24,892.79,12.77,Signs of Water Pollution,Go Vap,An Thong
7.51,304.76,13.1,Signs of Water Pollution,Go Vap,An Thong
5.88,347.26,40.27,Signs of Water Pollution,Go Vap,An Thong
7.94,699.31,48.27,Signs of Water Pollution,Go Vap,An Thong
6.66,775.67,34.49,Signs of Water Pollution,Go Vap,An Thong
8.49,418.82,18.52,Signs of Water Pollution,Go Vap,An Thong
5.73,848.29,35.1,Signs of Water Pollution,Go Vap,An Thong
7.63,562.36,8.42,Signs of Water Pollution,Go Vap,An Thong
6.27,545.5,5.97,Signs of Water Pollution,Go Vap,An Thong
6.43,629.21,42.94,Signs of Water Pollution,Go Vap,An Thong
6.67,591.26,24.79,Signs of Water Pollution,Go Vap,An Thong
8.43,654.02,20.56,Signs of Water Pollution,Go Vap,An Thong
6.56,278.12,21.97,Signs of Water Pollution,Go Vap,An Thong
6.22,956.02,16.31,Signs of Water Pollution,Go Vap,An Thong
7.03,507.75,14.94,Signs of Water Pollution,Go Vap,An Thong
7.26,628.3,5.02,Signs of Water Pollution,Go Vap,An Thong
6.92,579.07,17.19,Signs of Water Pollution,Go Vap,An Thong
5.99,640.79,28.99,Signs of Water Pollution,Go Vap,An Thong
7.61,368.53,45.99,Signs of Water Pollution,Go Vap,An Thong
8.06,334.38,2.62,Signs of Water Pollution,Go Vap,An Thong
5.79,945.6,28.49,Signs of Water Pollution,Go Vap,An Thong
6.34,839.98,9.16,Signs of Water Pollution,Go Vap,An Thong
5.59,925.84,0.65,Signs of Water Pollution,Go Vap,An Thong
5.55,595.17,31.83,Signs of Water Pollution,Go Vap,An Thong
7.7,873.41,41.18,Signs of Water Pollution,Go Vap,An Thong
5.66,285.25,23.97,Signs of Water Pollution,Go Vap,An Thong
7.3,701.07,9.14,Signs of Water Pollution,Go Vap,An Thong
5.95,999.47,31.53,Signs of Water Pollution,Go Vap,An Thong
5.8,440.85,24.58,Signs of Water Pollution,Go Vap,An Thong
5.72,378.01,28.91,Signs of Water Pollution,Go Vap,An Thong
8.35,963.33,33.45,Signs of Water Pollution,Go Vap,An Thong
6.5,620.3,34.73,Signs of Water Pollution,Go Vap,An Thong
8.28,665.53,8.24,Signs of Water Pollution,Go Vap,An Thong
6.36,728.06,1.19,Signs of Water Pollution,Go Vap,An Thong
7.64,894.69,21.09,Signs of Water Pollution,Go Vap,An Thong
7.95,344.26,20.83,Signs of Water Pollution,Go Vap,An Thong
7.38,459.48,44.7,Signs of Water Pollution,Go Vap,An Thong
7.93,366.07,46.27,Signs of Water Pollution,Go Vap,An Thong
6.62,935.89,47.42,Signs of Water Pollution,Go Vap,An Thong
5.89,920.89,0.43,Signs of Water Pollution,Go Vap,An Thong
8.07,586.92,33.37,Signs of Water Pollution,Go Vap,An Thong
7.71,814.87,10.8,Signs of Water Pollution,Go Vap,An Thong
5.83,369.05,1.34,Signs of Water Pollution,Go Vap,An Thong
7.83,453.36,0.26,Signs of Water Pollution,Go Vap,An Thong
8.26,609.99,11.45,Signs of Water Pollution,Go Vap,An Thong
8.03,772.15,24.78,Signs of Water Pollution,Go Vap,An Thong
5.62,869.44,12.27,Signs of Water Pollution,Go Vap,An Thong
7.34,625.01,47.24,Signs of Water Pollution,Go Vap,An Thong
8.08,892.25,34.91,Signs of Water Pollution,Go Vap,An Thong
5.97,293.43,14.26,Signs of Water Pollution,Go Vap,An Thong
7.09,875.83,40.47,Signs of Water Pollution,Go Vap,An Thong
6.42,495.02,18.49,Signs of Water Pollution,Go Vap,An Thong
5.77,338.23,43.29,Signs of Water Pollution,Go Vap,An Thong
7.23,560.93,24.45,Signs of Water Pollution,Go Vap,An Thong
7.39,863.65,25.05,Signs of Water Pollution,Go Vap,An Thong
5.86,430.66,16.73,Signs of Water Pollution,Go Vap,An Thong
5.55,868.77,28.24,Signs of Water Pollution,Go Vap,An Thong
6.63,320.94,36.01,Signs of Water Pollution,Go Vap,An Thong
5.73,267.17,36.91,Signs of Water Pollution,Go Vap,An Thong
8.15,849.81,44.32,Signs of Water Pollution,Go Vap,An Thong
7.12,515.47,26.67,Signs of Water Pollution,Go Vap,An Thong
6.61,433.78,30.97,Signs of Water Pollution,Go Vap,An Thong
6.44,884.52,18.69,Signs of Water Pollution,Go Vap,An Thong
7.19,436.45,24.94,Signs of Water Pollution,Go Vap,An Thong
5.56,720.16,2.67,Signs of Water Pollution,Go Vap,An Thong
6.39,562.28,32.94,Signs of Water Pollution,Go Vap,An Thong
8.39,415.97,22.69,Signs of Water Pollution,Go Vap,An Thong
6.76,789.28,16.2,Signs of Water Pollution,Go Vap,An Thong
6.41,410.13,1.4,Signs of Water Pollution,Go Vap,An Thong
7.38,932.57,10.66,Signs of Water Pollution,Go Vap,An Thong
5.59,347.35,27.15,Signs of Water Pollution,Go Vap,An Thong
6.49,542.09,22.24,Signs of Water Pollution,Go Vap,An Thong
7.01,989.3,45.71,Signs of Water Pollution,Go Vap,An Thong
6.61,958.88,49.86,Signs of Water Pollution,Go Vap,An Thong
6.16,440.53,29.16,Signs of Water Pollution,Go Vap,An Thong
5.88,735.1,39.76,Signs of Water Pollution,Go Vap,An Thong
7.22,582.21,29.89,Signs of Water Pollution,Go Vap,An Thong
6.05,642.39,36.43,Signs of Water Pollution,Go Vap,An Thong
8.33,379.22,13.02,Signs of Water Pollution,Go Vap,An Thong
7.42,702.22,37.27,Signs of Water Pollution,Go Vap,An Thong
7.63,264.34,16.52,Signs of Water Pollution,Go Vap,An Thong
6.22,628.03,38.23,Signs of Water Pollution,Go Vap,An Thong
6.87,279.04,22,Signs of Water Pollution,Go Vap,An Thong
5.57,528.28,25.66,Signs of Water Pollution,Go Vap,An Thong
7.14,692.21,20.58,Signs of Water Pollution,Go Vap,An Thong
6.54,921.4,32.76,Signs of Water Pollution,Go Vap,An Thong
7.09,754.85,24.88,Signs of Water Pollution,Go Vap,An Thong
6.16,680.67,28.59,Signs of Water Pollution,Go Vap,An Thong
7.86,709.88,46.3,Signs of Water Pollution,Go Vap,An Thong
7.05,837.37,10.38,Signs of Water Pollution,Go Vap,An Thong
7.37,633.01,15.08,Signs of Water Pollution,Go Vap,An Thong
6.32,286.75,19.17,Signs of Water Pollution,Go Vap,An Thong
8.23,554.46,27.7,Signs of Water Pollution,Go Vap,An Thong
8.38,548.64,44.4,Signs of Water Pollution,Go Vap,An Thong
7.07,982.96,10.64,Signs of Water Pollution,Go Vap,An Thong
7.05,394.78,49.5,Signs of Water Pollution,Go Vap,An Thong
6.37,320.69,11.48,Signs of Water Pollution,Go Vap,An Thong
6.77,382.56,5.94,Signs of Water Pollution,Go Vap,An Thong
7.06,892.63,33.4,Signs of Water Pollution,Go Vap,An Thong
6.66,643.89,6.74,Signs of Water Pollution,Go Vap,An Thong
8.24,447.41,24.67,Signs of Water Pollution,Go Vap,An Thong
7.22,589.43,26.54,Signs of Water Pollution,Go Vap,An Thong
8.33,780.28,18.83,Signs of Water Pollution,Go Vap,An Thong
7.15,345.13,42.69,Signs of Water Pollution,Go Vap,An Thong
6.98,718.53,4.63,Signs of Water Pollution,Go Vap,An Thong
7.31,954.48,31.83,Signs of Water Pollution,Go Vap,An Thong
8.32,263.67,39.55,Signs of Water Pollution,Go Vap,An Thong
8.44,479.31,13.82,Signs of Water Pollution,Go Vap,An Thong
7.17,750.93,37.16,Signs of Water Pollution,Go Vap,An Thong
5.83,254.4,36.16,Signs of Water Pollution,Go Vap,An Thong
7.65,521.71,7.04,Signs of Water Pollution,Go Vap,An Thong
6.07,594.65,31.84,Signs of Water Pollution,Go Vap,An Thong
6.48,400.61,2.63,Signs of Water Pollution,Go Vap,An Thong
6.13,925.64,24.61,Signs of Water Pollution,Go Vap,An Thong
6.02,919.31,25.29,Signs of Water Pollution,Go Vap,An Thong
6.75,736.64,24.77,Signs of Water Pollution,Go Vap,An Thong
6.16,557.89,34.48,Signs of Water Pollution,Go Vap,An Thong
6.36,867.14,31.94,Signs of Water Pollution,Go Vap,An Thong
8.34,718.8,31.18,Signs of Water Pollution,Go Vap,An Thong
7.59,854.3,47.38,Signs of Water Pollution,Go Vap,An Thong
6.4,650.42,28.83,Signs of Water Pollution,Go Vap,An Thong
5.88,882.92,47.81,Signs of Water Pollution,Go Vap,An Thong
6.21,886.47,42.94,Signs of Water Pollution,Go Vap,An Thong
6.53,539.71,45.29,Signs of Water Pollution,Go Vap,An Thong
7.76,817.22,1.8,Signs of Water Pollution,Go Vap,An Thong
6.9,473.42,38,Signs of Water Pollution,Go Vap,An Thong
7.29,766.05,33.49,Signs of Water Pollution,Go Vap,An Thong
5.71,841.92,44.63,Signs of Water Pollution,Go Vap,An Thong
7.15,385,3.43,Signs of Water Pollution,Go Vap,An Thong
6.29,840.13,46.83,Signs of Water Pollution,Go Vap,An Thong
7.67,351.76,39.1,Signs of Water Pollution,Go Vap,An Thong
6.98,998.94,11.14,Signs of Water Pollution,Go Vap,An Thong
5.91,439.59,26.81,Signs of Water Pollution,Go Vap,An Thong
7.84,919.36,20.16,Signs of Water Pollution,Go Vap,An Thong
6.65,347.18,1.31,Signs of Water Pollution,Go Vap,An Thong
8.21,355.39,21.07,Signs of Water Pollution,Go Vap,An Thong
7.6,358.62,4.72,Signs of Water Pollution,Go Vap,An Thong
5.56,894.01,18.99,Signs of Water Pollution,Go Vap,An Thong
8.34,557.27,28.75,Signs of Water Pollution,Go Vap,An Thong
6.79,344.83,24.99,Signs of Water Pollution,Go Vap,An Thong
7.39,329.6,47.72,Signs of Water Pollution,Go Vap,An Thong
8.38,498.82,39.69,Signs of Water Pollution,Go Vap,An Thong
6.39,927.85,26.08,Signs of Water Pollution,Go Vap,An Thong
7.76,397.73,11.46,Signs of Water Pollution,Go Vap,An Thong
7.77,652.69,30.49,Signs of Water Pollution,Go Vap,An Thong
8.19,919.73,10.32,Signs of Water Pollution,Go Vap,An Thong
8.09,504.67,45.79,Signs of Water Pollution,Go Vap,An Thong
5.51,257.17,47.25,Signs of Water Pollution,Go Vap,An Thong
7.92,361.66,36.51,Signs of Water Pollution,Go Vap,An Thong
5.83,674.88,36.79,Signs of Water Pollution,Go Vap,An Thong
7.36,922.75,39.08,Signs of Water Pollution,Go Vap,An Thong
5.8,839.25,9.98,Signs of Water Pollution,Go Vap,An Thong
8.04,409.49,2.16,Signs of Water Pollution,Go Vap,An Thong
6.83,262.14,29.55,Signs of Water Pollution,Go Vap,An Thong
7.41,641.21,26.71,Signs of Water Pollution,Go Vap,An Thong
7.88,861.46,26.79,Signs of Water Pollution,Go Vap,An Thong
5.6,579.12,20.09,Signs of Water Pollution,Go Vap,An Thong
7.42,939.73,45.91,Signs of Water Pollution,Go Vap,An Thong
6.02,787.96,12.9,Signs of Water Pollution,Go Vap,An Thong
7.08,519.52,15.58,Signs of Water Pollution,Go Vap,An Thong
6.25,261.85,37.22,Signs of Water Pollution,Go Vap,An Thong
5.81,957.78,42.91,Signs of Water Pollution,Go Vap,An Thong
5.55,702.66,40.51,Signs of Water Pollution,Go Vap,An Thong
6.3,360.64,45.95,Signs of Water Pollution,Go Vap,An Thong
5.9,396.52,36.55,Signs of Water Pollution,Go Vap,An Thong
6.66,413.81,18.01,Signs of Water Pollution,Go Vap,An Thong
8.38,468.87,1.11,Signs of Water Pollution,Go Vap,An Thong
7.02,875.57,7.64,Signs of Water Pollution,Go Vap,An Thong
5.85,998.47,6.24,Signs of Water Pollution,Go Vap,An Thong
7.54,475.2,20.57,Signs of Water Pollution,Go Vap,An Thong
8.29,883.41,16.28,Signs of Water Pollution,Go Vap,An Thong
7.63,267.59,39.47,Signs of Water Pollution,Go Vap,An Thong
8.46,984.62,6.54,Signs of Water Pollution,Go Vap,An Thong
6.96,571.58,16.75,Signs of Water Pollution,Go Vap,An Thong
5.64,570.37,1.92,Signs of Water Pollution,Go Vap,An Thong
6.98,304.79,35.78,Signs of Water Pollution,Go Vap,An Thong
6.57,444.3,32.84,Signs of Water Pollution,Go Vap,An Thong
5.81,897.81,8.66,Signs of Water Pollution,Go Vap,An Thong
6.13,800.94,23.84,Signs of Water Pollution,Go Vap,An Thong
6.33,333.31,1.01,Signs of Water Pollution,Go Vap,An Thong
7.79,876.98,43.65,Signs of Water Pollution,Go Vap,An Thong
7.09,696.7,21.37,Signs of Water Pollution,Go Vap,An Thong
6.36,901.88,17.27,Signs of Water Pollution,Go Vap,An Thong
6.47,856.97,4.35,Signs of Water Pollution,Go Vap,An Thong
6.98,848.5,33.65,Signs of Water Pollution,Go Vap,An Thong
7.2,786.55,20.44,Signs of Water Pollution,Go Vap,An Thong
5.61,311.63,42.11,Signs of Water Pollution,Go Vap,An Thong
8.38,355.86,41.25,Signs of Water Pollution,Go Vap,An Thong
5.58,506.66,5.79,Signs of Water Pollution,Go Vap,An Thong
5.82,369.67,31.89,Signs of Water Pollution,Go Vap,An Thong
7.91,655.29,8.12,Signs of Water Pollution,Go Vap,An Thong
6.25,925.31,23.41,Signs of Water Pollution,Go Vap,An Thong
5.88,695.84,2.58,Signs of Water Pollution,Go Vap,An Thong
8.39,490.09,38.41,Signs of Water Pollution,Go Vap,An Thong
6.27,352.33,5.77,Signs of Water Pollution,Go Vap,An Thong
6.19,638.15,26.17,Signs of Water Pollution,Go Vap,An Thong
6.21,624.29,27.7,Signs of Water Pollution,Go Vap,An Thong
7.58,346.21,36.44,Signs of Water Pollution,Go Vap,An Thong
7.2,528.61,35.31,Signs of Water Pollution,Go Vap,An Thong
8.36,952.59,23.82,Signs of Water Pollution,Go Vap,An Thong
6.63,553.69,8.65,Signs of Water Pollution,Go Vap,An Thong
6.56,817.64,48.21,Signs of Water Pollution,Go Vap,An Thong
5.98,553.85,5.28,Signs of Water Pollution,Go Vap,An Thong
6.21,879.09,34.96,Signs of Water Pollution,Go Vap,An Thong
6.63,287.97,25.6,Signs of Water Pollution,Go Vap,An Thong
8.28,396.13,37.17,Signs of Water Pollution,Go Vap,An Thong
6.99,791.79,38.79,Signs of Water Pollution,Go Vap,An Thong
5.92,960.38,35.03,Signs of Water Pollution,Go Vap,An Thong
7.94,258.45,22.76,Signs of Water Pollution,Go Vap,An Thong
7.57,301.61,9,Signs of Water Pollution,Go Vap,An Thong
7.22,414.78,23.78,Signs of Water Pollution,Go Vap,An Thong
6.58,369.89,13.09,Signs of Water Pollution,Go Vap,An Thong
5.75,709.42,13.15,Signs of Water Pollution,Go Vap,An Thong
7.87,753.05,20.55,Signs of Water Pollution,Go Vap,An Thong
7.86,819.16,31.04,Signs of Water Pollution,Go Vap,An Thong
5.87,690.76,25.72,Signs of Water Pollution,Go Vap,An Thong
5.97,762.03,17.78,Signs of Water Pollution,Go Vap,An Thong
7.68,434.43,2.5,Signs of Water Pollution,Go Vap,An Thong
6.3,822.2,40.21,Signs of Water Pollution,Go Vap,An Thong
6.6,640.75,8.15,Signs of Water Pollution,Go Vap,An Thong
5.51,860.1,9.01,Signs of Water Pollution,Go Vap,An Thong
6.85,777.9,5.17,Signs of Water Pollution,Go Vap,An Thong
7.51,930.75,3.7,Signs of Water Pollution,Go Vap,An Thong
7.77,804.18,3.72,Signs of Water Pollution,Go Vap,An Thong
8.42,316.38,11.47,Signs of Water Pollution,Go Vap,An Thong
8.44,999.86,45.98,Signs of Water Pollution,Go Vap,An Thong
7.26,746.79,42.02,Signs of Water Pollution,Go Vap,An Thong
6.53,804.6,11.56,Signs of Water Pollution,Go Vap,An Thong
7.74,478.32,32.48,Signs of Water Pollution,Go Vap,An Thong
7.04,586.04,38.03,Signs of Water Pollution,Go Vap,An Thong
7.73,766.22,26.11,Signs of Water Pollution,Go Vap,An Thong
7.1,947.33,13.04,Signs of Water Pollution,Go Vap,An Thong
7.11,616.41,8.28,Signs of Water Pollution,Go Vap,An Thong
8.24,498.24,8.73,Signs of Water Pollution,Go Vap,An Thong
7.41,755.1,47.04,Signs of Water Pollution,Go Vap,An Thong
8.06,421.71,30.83,Signs of Water Pollution,Go Vap,An Thong
5.96,715.39,11.63,Signs of Water Pollution,Go Vap,An Thong
7.65,553.16,33.84,Signs of Water Pollution,Go Vap,An Thong
8.3,697.6,10.21,Signs of Water Pollution,Go Vap,An Thong
8.23,553.19,25.63,Signs of Water Pollution,Go Vap,An Thong
7.08,348.56,36.56,Signs of Water Pollution,Go Vap,An Thong
5.79,668.09,8.79,Signs of Water Pollution,Go Vap,An Thong
6.12,422.65,18.9,Signs of Water Pollution,Go Vap,An Thong
6.66,408.56,47.91,Signs of Water Pollution,Go Vap,An Thong
8.19,485.24,29.64,Signs of Water Pollution,Go Vap,An Thong
8.17,961.98,20.82,Signs of Water Pollution,Go Vap,An Thong
8.45,394.93,47.04,Signs of Water Pollution,Go Vap,An Thong
6.55,350.07,28.93,Signs of Water Pollution,Go Vap,An Thong
7.8,841.95,36.2,Signs of Water Pollution,Go Vap,An Thong
6,317.69,27.53,Signs of Water Pollution,Go Vap,An Thong
5.82,381.63,45.92,Signs of Water Pollution,Go Vap,An Thong
6.35,736.69,47.98,Signs of Water Pollution,Go Vap,An Thong
8.35,398.25,12.33,Signs of Water Pollution,Go Vap,An Thong
7.68,405.64,34.43,Signs of Water Pollution,Go Vap,An Thong
6.41,701.33,42.2,Signs of Water Pollution,Go Vap,An Thong
7.61,561.24,36.68,Signs of Water Pollution,Go Vap,An Thong
7.52,882.83,37.75,Signs of Water Pollution,Go Vap,An Thong
8.23,628.42,5.5,Signs of Water Pollution,Go Vap,An Thong
8.1,933.22,4.2,Signs of Water Pollution,Go Vap,An Thong
8.11,885.16,21.85,Signs of Water Pollution,Go Vap,An Thong
8.36,741.11,18.89,Signs of Water Pollution,Go Vap,An Thong
7.36,404.81,29.29,Signs of Water Pollution,Go Vap,An Thong
6.99,936.96,32.71,Signs of Water Pollution,Go Vap,An Thong
7.57,847.7,4.37,Signs of Water Pollution,Go Vap,An Thong
5.74,329.03,30.9,Signs of Water Pollution,Go Vap,An Thong
7.59,928.35,40.44,Signs of Water Pollution,Go Vap,An Thong
6.95,722.61,46.47,Signs of Water Pollution,Go Vap,An Thong
6.96,777.48,21.12,Signs of Water Pollution,Go Vap,An Thong
6.12,874.37,46.17,Signs of Water Pollution,Go Vap,An Thong
5.88,649.29,27.77,Signs of Water Pollution,Go Vap,An Thong
6,761.39,45.73,Signs of Water Pollution,Go Vap,An Thong
7.24,343.99,23.31,Signs of Water Pollution,Go Vap,An Thong
8.09,432.91,40.87,Signs of Water Pollution,Go Vap,An Thong
6.59,751.3,12.45,Signs of Water Pollution,Go Vap,An Thong
6.68,404.65,14.72,Signs of Water Pollution,Go Vap,An Thong
6.22,787.6,45.3,Signs of Water Pollution,Go Vap,An Thong
6.43,674.65,5.51,Signs of Water Pollution,Go Vap,An Thong
7.57,658.41,7.83,Signs of Water Pollution,Go Vap,An Thong
7.98,454.45,27.96,Signs of Water Pollution,Go Vap,An Thong
5.97,470.56,33.98,Signs of Water Pollution,Go Vap,An Thong
7,788.47,12.47,Signs of Water Pollution,Go Vap,An Thong
8.18,445.22,26.74,Signs of Water Pollution,Go Vap,An Thong
7.27,708.49,13.83,Signs of Water Pollution,Go Vap,An Thong
7.04,962.23,23.91,Signs of Water Pollution,Go Vap,An Thong
6.62,349.38,35.12,Signs of Water Pollution,Go Vap,An Thong
7.25,471.98,48.26,Signs of Water Pollution,Go Vap,An Thong
7.27,428.91,49.56,Signs of Water Pollution,Go Vap,An Thong
8.23,929.07,0.47,Signs of Water Pollution,Go Vap,An Thong
7.26,706.88,33.58,Signs of Water Pollution,Go Vap,An Thong
6.82,681.79,33.68,Signs of Water Pollution,Go Vap,An Thong
6.53,732.09,22.77,Signs of Water Pollution,Go Vap,An Thong
7.27,758.75,8.64,Signs of Water Pollution,Go Vap,An Thong
7.92,571.56,25.7,Signs of Water Pollution,Go Vap,An Thong
7.4,339.25,11.23,Signs of Water Pollution,Go Vap,An Thong
8.18,421.08,3.37,Signs of Water Pollution,Go Vap,An Thong
7.67,642.61,43.83,Signs of Water Pollution,Go Vap,An Thong
5.81,371.2,30.71,Signs of Water Pollution,Go Vap,An Thong
7.54,173.7,75.87,Signs of Water Pollution,Go Vap,An Thong
8.15,82.17,59.22,Signs of Water Pollution,Go Vap,An Thong
8.14,121.94,87.55,Signs of Water Pollution,Go Vap,An Thong
7.88,54.08,92.95,Signs of Water Pollution,Go Vap,An Thong
5.56,113.81,50.33,Signs of Water Pollution,Go Vap,An Thong
8.39,61.08,83.14,Signs of Water Pollution,Go Vap,An Thong
5.55,246.67,98.67,Signs of Water Pollution,Go Vap,An Thong
7.34,19.85,84.26,Signs of Water Pollution,Go Vap,An Thong
8.36,235.93,71.41,Signs of Water Pollution,Go Vap,An Thong
6.4,82.27,95.85,Signs of Water Pollution,Go Vap,An Thong
5.65,111.89,68.17,Signs of Water Pollution,Go Vap,An Thong
7.48,41.07,59.54,Signs of Water Pollution,Go Vap,An Thong
7.14,14.72,75.48,Signs of Water Pollution,Go Vap,An Thong
8.38,127.11,72.33,Signs of Water Pollution,Go Vap,An Thong
7.95,14.1,58.23,Signs of Water Pollution,Go Vap,An Thong
5.62,167.68,71.54,Signs of Water Pollution,Go Vap,An Thong
6.86,68.77,61.6,Signs of Water Pollution,Go Vap,An Thong
7.67,131.11,69.95,Signs of Water Pollution,Go Vap,An Thong
8.26,52.97,59.35,Signs of Water Pollution,Go Vap,An Thong
7.3,188.56,67.12,Signs of Water Pollution,Go Vap,An Thong
8.49,61.57,59.38,Signs of Water Pollution,Go Vap,An Thong
6.93,17.52,67.44,Signs of Water Pollution,Go Vap,An Thong
6.11,65.77,57.15,Signs of Water Pollution,Go Vap,An Thong
6.06,191.68,99.5,Signs of Water Pollution,Go Vap,An Thong
6.86,190.18,68.32,Signs of Water Pollution,Go Vap,An Thong
7.9,225.65,96.42,Signs of Water Pollution,Go Vap,An Thong
7.73,40.37,63.52,Signs of Water Pollution,Go Vap,An Thong
5.89,36.96,55.98,Signs of Water Pollution,Go Vap,An Thong
6.96,65.47,62.62,Signs of Water Pollution,Go Vap,An Thong
7.74,136.73,96.48,Signs of Water Pollution,Go Vap,An Thong
7.91,130.12,52.26,Signs of Water Pollution,Go Vap,An Thong
6.06,212.28,82.42,Signs of Water Pollution,Go Vap,An Thong
5.8,157.53,89.68,Signs of Water Pollution,Go Vap,An Thong
7.06,214.09,52.96,Signs of Water Pollution,Go Vap,An Thong
7.7,210.37,87.48,Signs of Water Pollution,Go Vap,An Thong
6.01,129.93,61.41,Signs of Water Pollution,Go Vap,An Thong
8.15,205.7,56.6,Signs of Water Pollution,Go Vap,An Thong
8.44,59.56,87.8,Signs of Water Pollution,Go Vap,An Thong
5.99,52.45,51.95,Signs of Water Pollution,Go Vap,An Thong
8.12,232.56,61.35,Signs of Water Pollution,Go Vap,An Thong
6.76,179.14,55.85,Signs of Water Pollution,Go Vap,An Thong
6.79,159.32,74.26,Signs of Water Pollution,Go Vap,An Thong
6.3,166.07,97.75,Signs of Water Pollution,Go Vap,An Thong
5.55,34.23,58.31,Signs of Water Pollution,Go Vap,An Thong
7.35,111.07,69.46,Signs of Water Pollution,Go Vap,An Thong
7.74,75.16,85.24,Signs of Water Pollution,Go Vap,An Thong
7.49,39.6,69.63,Signs of Water Pollution,Go Vap,An Thong
8.17,68.38,81.21,Signs of Water Pollution,Go Vap,An Thong
7.71,239.14,78.77,Signs of Water Pollution,Go Vap,An Thong
7.93,163.13,90.83,Signs of Water Pollution,Go Vap,An Thong
7.37,239.74,60.94,Signs of Water Pollution,Go Vap,An Thong
6.22,37.9,50.65,Signs of Water Pollution,Go Vap,An Thong
6.85,163.52,72.9,Signs of Water Pollution,Go Vap,An Thong
8.48,124.25,53.23,Signs of Water Pollution,Go Vap,An Thong
5.86,163.28,64.19,Signs of Water Pollution,Go Vap,An Thong
7.07,139.85,74.31,Signs of Water Pollution,Go Vap,An Thong
7.03,36.21,83.89,Signs of Water Pollution,Go Vap,An Thong
6,211.99,56.49,Signs of Water Pollution,Go Vap,An Thong
6.67,45.56,99.44,Signs of Water Pollution,Go Vap,An Thong
8.36,170.41,64.93,Signs of Water Pollution,Go Vap,An Thong
6.75,17,93.19,Signs of Water Pollution,Go Vap,An Thong
6.67,228.14,82.66,Signs of Water Pollution,Go Vap,An Thong
6.54,107.77,78.31,Signs of Water Pollution,Go Vap,An Thong
5.85,112.7,75.84,Signs of Water Pollution,Go Vap,An Thong
8.16,112.43,97.71,Signs of Water Pollution,Go Vap,An Thong
6.27,190.8,87.26,Signs of Water Pollution,Go Vap,An Thong
6.64,166.37,61.58,Signs of Water Pollution,Go Vap,An Thong
8.12,52.53,69.92,Signs of Water Pollution,Go Vap,An Thong
7.28,0.98,71.25,Signs of Water Pollution,Go Vap,An Thong
8.31,119.54,96.59,Signs of Water Pollution,Go Vap,An Thong
8.27,31.57,82.51,Signs of Water Pollution,Go Vap,An Thong
5.67,172.04,90.77,Signs of Water Pollution,Go Vap,An Thong
7.93,150.09,90.73,Signs of Water Pollution,Go Vap,An Thong
7,35.77,52.41,Signs of Water Pollution,Go Vap,An Thong
5.97,212.97,56.86,Signs of Water Pollution,Go Vap,An Thong
6.89,219.83,89.87,Signs of Water Pollution,Go Vap,An Thong
8.09,163,92.28,Signs of Water Pollution,Go Vap,An Thong
6.93,101.35,89.49,Signs of Water Pollution,Go Vap,An Thong
5.93,46.69,90.05,Signs of Water Pollution,Go Vap,An Thong
7.19,210.32,81.98,Signs of Water Pollution,Go Vap,An Thong
6.38,238.36,99.45,Signs of Water Pollution,Go Vap,An Thong
5.78,80.46,72.02,Signs of Water Pollution,Go Vap,An Thong
8.02,123.98,81.49,Signs of Water Pollution,Go Vap,An Thong
6.8,110.13,59.12,Signs of Water Pollution,Go Vap,An Thong
8.45,140.82,91.87,Signs of Water Pollution,Go Vap,An Thong
7.31,126.23,86.98,Signs of Water Pollution,Go Vap,An Thong
7.27,225.96,50.36,Signs of Water Pollution,Go Vap,An Thong
7.36,175.45,91.91,Signs of Water Pollution,Go Vap,An Thong
7.32,141.22,70.73,Signs of Water Pollution,Go Vap,An Thong
7.68,39.18,51.07,Signs of Water Pollution,Go Vap,An Thong
7.07,205.13,63.99,Signs of Water Pollution,Go Vap,An Thong
8.43,80.16,77.48,Signs of Water Pollution,Go Vap,An Thong
6.96,84.16,75.2,Signs of Water Pollution,Go Vap,An Thong
