pH,Do duc (NTU),Nhiet do (°C),Label
2.55,41.37,24.01,Signs of Water Pollution
0.75,217.18,13.87,Signs of Water Pollution
0.53,152.14,49.06,Signs of Water Pollution
4.08,92.86,45.25,Signs of Water Pollution
12.37,126.49,39.11,Signs of Water Pollution
13.88,85.61,43.48,Signs of Water Pollution
9.33,214.46,28.66,Signs of Water Pollution
13.84,92.73,39.6,Signs of Water Pollution
12.64,161.41,24.63,Signs of Water Pollution
4.14,195.39,8.62,Signs of Water Pollution
2.66,225.35,49.28,Signs of Water Pollution
4.66,154.32,1.01,Signs of Water Pollution
11.45,83.29,7.85,Signs of Water Pollution
1.62,83.78,37.28,Signs of Water Pollution
1.42,31.89,16.06,Signs of Water Pollution
8.9,49.29,36.56,Signs of Water Pollution
13.08,209.51,46.71,Signs of Water Pollution
2.39,47.88,16.6,Signs of Water Pollution
13.24,231.04,6.47,Signs of Water Pollution
1.28,114.17,23.48,Signs of Water Pollution
0.58,113.37,18,Signs of Water Pollution
8.66,4.34,16.38,Signs of Water Pollution
12.51,217.09,22.52,Signs of Water Pollution
10.72,54.11,20.63,Signs of Water Pollution
9.03,145.29,22.09,Signs of Water Pollution
0.98,152.53,13.39,Signs of Water Pollution
10.09,200.79,17.8,Signs of Water Pollution
12.4,29.15,9.8,Signs of Water Pollution
1.47,236.3,22.49,Signs of Water Pollution
9.53,4.61,14.41,Signs of Water Pollution
11.63,197.29,49.61,Signs of Water Pollution
5.39,153.1,48.37,Signs of Water Pollution
4.63,146.86,18.64,Signs of Water Pollution
12.2,234.89,35.98,Signs of Water Pollution
11.34,139.4,45.97,Signs of Water Pollution
2.71,56.08,26.58,Signs of Water Pollution
12.69,21.73,42.47,Signs of Water Pollution
13.99,31.32,28.69,Signs of Water Pollution
12.54,80.15,14.83,Signs of Water Pollution
2.29,159.05,9.27,Signs of Water Pollution
12.49,123.32,7.98,Signs of Water Pollution
10.13,179.01,21.87,Signs of Water Pollution
11.58,112.76,23.86,Signs of Water Pollution
11.24,90.56,38.67,Signs of Water Pollution
12.06,86.2,16.71,Signs of Water Pollution
10.74,146.51,29.16,Signs of Water Pollution
13.13,56.32,4.72,Signs of Water Pollution
10.48,240.75,9.02,Signs of Water Pollution
12,152.36,17.34,Signs of Water Pollution
10.82,48.98,28.06,Signs of Water Pollution
3.88,184.67,22.32,Signs of Water Pollution
12.95,85.86,12.61,Signs of Water Pollution
1.23,143.45,19.78,Signs of Water Pollution
12.62,123.23,27.99,Signs of Water Pollution
8.5,41.79,47.48,Signs of Water Pollution
0.89,213.86,22.06,Signs of Water Pollution
13.32,245.69,37.9,Signs of Water Pollution
9.6,29.75,7.05,Signs of Water Pollution
4.08,41.73,29.6,Signs of Water Pollution
3.38,168.71,34.52,Signs of Water Pollution
2.62,188.9,5.06,Signs of Water Pollution
1.29,57.38,44.34,Signs of Water Pollution
0.58,176.09,31.76,Signs of Water Pollution
13.9,36.64,26.2,Signs of Water Pollution
5.47,14.47,27.52,Signs of Water Pollution
10.04,78.5,36.89,Signs of Water Pollution
8.55,74.42,2.98,Signs of Water Pollution
0.2,223.07,15.95,Signs of Water Pollution
12.37,145.22,14.41,Signs of Water Pollution
9.44,56.2,43.79,Signs of Water Pollution
9.15,168.83,24.91,Signs of Water Pollution
4.23,238.58,8.4,Signs of Water Pollution
2.25,47.65,5.7,Signs of Water Pollution
13.52,233.8,48.93,Signs of Water Pollution
5.31,63.44,6.26,Signs of Water Pollution
0.28,244,47.79,Signs of Water Pollution
3.57,7.99,45.9,Signs of Water Pollution
2.75,223.13,18.91,Signs of Water Pollution
11.07,203.97,48.85,Signs of Water Pollution
2.96,170.91,37.07,Signs of Water Pollution
3.84,168.74,46.81,Signs of Water Pollution
1.95,212.77,41.06,Signs of Water Pollution
12.57,41.96,34.92,Signs of Water Pollution
9.88,85.18,39.54,Signs of Water Pollution
1.69,149.77,28.25,Signs of Water Pollution
12.88,112.88,28.65,Signs of Water Pollution
12.81,160.28,36.85,Signs of Water Pollution
11.44,69.07,14.65,Signs of Water Pollution
3.15,226.87,31.67,Signs of Water Pollution
1.03,28.92,28.04,Signs of Water Pollution
0.98,71.26,12.04,Signs of Water Pollution
13.97,43.65,21.67,Signs of Water Pollution
10.6,85.6,25.06,Signs of Water Pollution
4.77,6.23,35.38,Signs of Water Pollution
0.17,55.01,22.36,Signs of Water Pollution
13.8,206.54,13.77,Signs of Water Pollution
12.19,17.87,43.32,Signs of Water Pollution
12.18,8.94,44.79,Signs of Water Pollution
11.72,62.93,17.35,Signs of Water Pollution
0.93,125.31,38.74,Signs of Water Pollution
10.68,50.67,9.74,Signs of Water Pollution
3.65,171.49,33.57,Signs of Water Pollution
13.41,215.1,29.77,Signs of Water Pollution
9.89,79.54,37.88,Signs of Water Pollution
0.59,61.55,31.87,Signs of Water Pollution
9.17,130.53,13.44,Signs of Water Pollution
12.22,189.5,39.83,Signs of Water Pollution
13.51,246.66,48.13,Signs of Water Pollution
3.2,233.08,41.08,Signs of Water Pollution
11.45,85.29,9.19,Signs of Water Pollution
10.1,61.79,22.94,Signs of Water Pollution
5.43,55.01,22.5,Signs of Water Pollution
13.74,176.48,23.67,Signs of Water Pollution
1.05,58.99,2.71,Signs of Water Pollution
3.68,80.3,21.15,Signs of Water Pollution
10.57,64.91,24.35,Signs of Water Pollution
10.12,247.88,16.48,Signs of Water Pollution
4.61,140.92,12.54,Signs of Water Pollution
1.52,160.33,19.5,Signs of Water Pollution
11.68,23.29,23.95,Signs of Water Pollution
3.57,77.53,21.6,Signs of Water Pollution
11.57,78.86,43.75,Signs of Water Pollution
10.83,179,48.69,Signs of Water Pollution
3.8,107.16,34.52,Signs of Water Pollution
11.43,230.58,47.05,Signs of Water Pollution
11.68,3.14,9.33,Signs of Water Pollution
10.68,119.19,45.94,Signs of Water Pollution
13.2,38.38,21.43,Signs of Water Pollution
9.88,132.17,41.64,Signs of Water Pollution
10.86,190.28,14.11,Signs of Water Pollution
2.84,146.19,40.09,Signs of Water Pollution
3.91,197.34,3.12,Signs of Water Pollution
3.97,170.9,14.02,Signs of Water Pollution
1.68,17.34,40.05,Signs of Water Pollution
12.11,81.11,13.66,Signs of Water Pollution
0.78,3.57,21.84,Signs of Water Pollution
5.44,108.09,27.22,Signs of Water Pollution
13.54,102.04,10.61,Signs of Water Pollution
2.03,38.35,41.68,Signs of Water Pollution
11.8,19.45,5.94,Signs of Water Pollution
2.42,180.43,39.39,Signs of Water Pollution
3.31,154.28,7.25,Signs of Water Pollution
11.91,137.35,19.65,Signs of Water Pollution
10.35,199.3,10.83,Signs of Water Pollution
13.03,91.11,47.93,Signs of Water Pollution
4.84,124.73,43.51,Signs of Water Pollution
12.86,39.15,1.6,Signs of Water Pollution
3.2,32.76,3.46,Signs of Water Pollution
4.51,52.29,13.89,Signs of Water Pollution
1.46,121.34,37.54,Signs of Water Pollution
4.82,3.04,26.43,Signs of Water Pollution
4.92,34.86,4.59,Signs of Water Pollution
10.77,163.4,25.49,Signs of Water Pollution
5.23,222.5,1.25,Signs of Water Pollution
8.55,248.09,21.85,Signs of Water Pollution
1.24,160.97,11.19,Signs of Water Pollution
13.87,18.13,30.09,Signs of Water Pollution
4.5,69.81,49.5,Signs of Water Pollution
4.62,67.2,47.09,Signs of Water Pollution
0.93,133.04,4.12,Signs of Water Pollution
0.41,139.26,8.46,Signs of Water Pollution
4.31,241.18,42.37,Signs of Water Pollution
13.4,73.18,9.74,Signs of Water Pollution
0.57,38.89,9.72,Signs of Water Pollution
2.48,199.75,46.25,Signs of Water Pollution
1.03,1.67,21.22,Signs of Water Pollution
9.56,188.51,48.05,Signs of Water Pollution
1.19,123.06,39.08,Signs of Water Pollution
11.71,131.68,26.87,Signs of Water Pollution
2.74,120.27,47.81,Signs of Water Pollution
1.9,81.4,11.88,Signs of Water Pollution
3.87,224.42,16.6,Signs of Water Pollution
0.32,172.27,8.73,Signs of Water Pollution
9.04,104.9,47.62,Signs of Water Pollution
9.74,181.96,9.43,Signs of Water Pollution
4.49,113.35,48.83,Signs of Water Pollution
1.58,154.15,49.29,Signs of Water Pollution
3.22,240.8,33.2,Signs of Water Pollution
12.79,41.15,33.22,Signs of Water Pollution
12.43,31.14,36.77,Signs of Water Pollution
13.57,24.75,6.33,Signs of Water Pollution
10.83,143.25,35.2,Signs of Water Pollution
12.62,147.73,7.84,Signs of Water Pollution
10.34,179.97,24.93,Signs of Water Pollution
4.67,213.14,8.81,Signs of Water Pollution
0.78,115.25,41.15,Signs of Water Pollution
13.23,242.17,36.76,Signs of Water Pollution
9.29,124.08,24.22,Signs of Water Pollution
13.17,228.16,14.89,Signs of Water Pollution
11.94,72.4,24.43,Signs of Water Pollution
11.85,139.6,14.99,Signs of Water Pollution
13.55,98.71,10.15,Signs of Water Pollution
11.98,70.74,19.97,Signs of Water Pollution
12.82,145.98,34.34,Signs of Water Pollution
13.94,15.12,28.18,Signs of Water Pollution
1.32,138.67,19.81,Signs of Water Pollution
12.63,13.97,31.54,Signs of Water Pollution
4.43,60.16,35.72,Signs of Water Pollution
3.84,4.43,42.99,Signs of Water Pollution
1.47,150.08,28.33,Signs of Water Pollution
0.6,217.41,35.51,Signs of Water Pollution
12.24,111.71,17.44,Signs of Water Pollution
4.27,75.38,31.36,Signs of Water Pollution
4.17,199.14,4.89,Signs of Water Pollution
9.61,159.03,0.92,Signs of Water Pollution
11.33,122.62,4.98,Signs of Water Pollution
3.53,22.05,8.74,Signs of Water Pollution
1.55,10.64,15.23,Signs of Water Pollution
10.71,189.9,6.47,Signs of Water Pollution
9.5,240.81,45.01,Signs of Water Pollution
9.23,34.56,3.47,Signs of Water Pollution
10.96,175.6,36.01,Signs of Water Pollution
0.7,185.66,48.98,Signs of Water Pollution
9.14,103.25,44,Signs of Water Pollution
8.55,167.62,12.54,Signs of Water Pollution
13.85,174.57,19.84,Signs of Water Pollution
2.42,231.91,28.6,Signs of Water Pollution
3.25,162.58,4.53,Signs of Water Pollution
10.99,103.35,31.67,Signs of Water Pollution
3.56,200.41,7.87,Signs of Water Pollution
0.57,150.76,2.59,Signs of Water Pollution
4.93,214.42,44.57,Signs of Water Pollution
3.69,133.29,45.09,Signs of Water Pollution
12.55,79.19,10.33,Signs of Water Pollution
4.95,114.29,38,Signs of Water Pollution
4,180.51,1.57,Signs of Water Pollution
3.79,79.05,22.61,Signs of Water Pollution
10.62,161.09,19.19,Signs of Water Pollution
4.61,189.39,1.64,Signs of Water Pollution
0.98,196.32,41.49,Signs of Water Pollution
2.79,245.39,42.53,Signs of Water Pollution
3.32,31.44,32.51,Signs of Water Pollution
11.23,52.4,12.84,Signs of Water Pollution
10.76,105.36,35.84,Signs of Water Pollution
11.33,167.56,0.55,Signs of Water Pollution
0.11,71,44.87,Signs of Water Pollution
4.37,30.75,26.68,Signs of Water Pollution
10.01,61.31,44.44,Signs of Water Pollution
2.94,22.06,47.19,Signs of Water Pollution
4.31,160.87,27.63,Signs of Water Pollution
1.89,25.27,33.2,Signs of Water Pollution
1.66,214.16,7.23,Signs of Water Pollution
5.2,162.18,9.85,Signs of Water Pollution
1.05,200.35,8.73,Signs of Water Pollution
11.98,248.81,32.45,Signs of Water Pollution
4.24,17.54,11.89,Signs of Water Pollution
11.01,218.25,6.47,Signs of Water Pollution
0.46,43.76,35.22,Signs of Water Pollution
13.82,113.33,34.26,Signs of Water Pollution
4.2,195.84,7.15,Signs of Water Pollution
9.2,211.53,22.69,Signs of Water Pollution
4.38,66.59,18.49,Signs of Water Pollution
3.32,15.58,7.16,Signs of Water Pollution
4.22,31.58,30.76,Signs of Water Pollution
12.24,34.34,19.58,Signs of Water Pollution
2.52,222.09,25.35,Signs of Water Pollution
5.33,81.79,23.6,Signs of Water Pollution
2.87,234.53,0.23,Signs of Water Pollution
11.56,167.89,24.73,Signs of Water Pollution
4.8,181.92,3.11,Signs of Water Pollution
9.98,235.83,18.96,Signs of Water Pollution
2.88,208.81,39.25,Signs of Water Pollution
3.83,207.95,4.52,Signs of Water Pollution
9.21,218.5,1.33,Signs of Water Pollution
0.1,141.44,0.31,Signs of Water Pollution
10.43,128.72,19.43,Signs of Water Pollution
0.64,89.78,13.06,Signs of Water Pollution
3.32,240.47,5.1,Signs of Water Pollution
3.85,48.02,46.12,Signs of Water Pollution
13.13,148.87,0.08,Signs of Water Pollution
13.64,81.7,25.74,Signs of Water Pollution
3.77,52.47,34.72,Signs of Water Pollution
0.88,107.43,17.69,Signs of Water Pollution
9.47,56.65,46.4,Signs of Water Pollution
11.01,5.61,41.79,Signs of Water Pollution
2.68,212.45,32.61,Signs of Water Pollution
11.61,247.89,13.82,Signs of Water Pollution
2.75,198.19,37.08,Signs of Water Pollution
11.84,129.71,23.08,Signs of Water Pollution
4.48,240.42,28.39,Signs of Water Pollution
0.12,135.74,34.3,Signs of Water Pollution
12.52,51.02,28.65,Signs of Water Pollution
2.66,91.37,35.69,Signs of Water Pollution
2.49,181.1,21.02,Signs of Water Pollution
2.26,127.41,27.46,Signs of Water Pollution
2.16,232.67,13.32,Signs of Water Pollution
2.11,176.88,27.59,Signs of Water Pollution
9.64,75.57,28.45,Signs of Water Pollution
5.29,165.35,7.68,Signs of Water Pollution
13.96,236.83,35.31,Signs of Water Pollution
4.88,231.89,11.51,Signs of Water Pollution
11.08,224.5,29.82,Signs of Water Pollution
9.17,46.52,32.39,Signs of Water Pollution
5.39,157.34,2.75,Signs of Water Pollution
11.32,242.22,8.88,Signs of Water Pollution
13.49,31.75,19.93,Signs of Water Pollution
4.9,57.32,48.2,Signs of Water Pollution
8.83,148.9,11.64,Signs of Water Pollution
8.77,3.41,49.32,Signs of Water Pollution
12.82,204.11,47,Signs of Water Pollution
10.43,210.34,3.81,Signs of Water Pollution
4.91,184.36,0.86,Signs of Water Pollution
4.52,229.23,44.77,Signs of Water Pollution
11.28,81.35,44.67,Signs of Water Pollution
0.46,121.84,48.78,Signs of Water Pollution
0.47,29.5,31.42,Signs of Water Pollution
8.76,234.23,18.89,Signs of Water Pollution
5.28,157.39,46.02,Signs of Water Pollution
11.45,61.43,48.7,Signs of Water Pollution
4.37,149.21,7.56,Signs of Water Pollution
0.38,119.29,25,Signs of Water Pollution
11.14,65.27,24.51,Signs of Water Pollution
10.17,181.98,38.39,Signs of Water Pollution
5.4,11.74,28.16,Signs of Water Pollution
10.5,204.09,49.55,Signs of Water Pollution
1.54,219.67,41.42,Signs of Water Pollution
12.19,41.69,7.68,Signs of Water Pollution
5.28,47.62,42.18,Signs of Water Pollution
10.82,173.81,24.23,Signs of Water Pollution
0.14,206.5,38.6,Signs of Water Pollution
2.31,151.53,22.88,Signs of Water Pollution
4.84,181.13,28.14,Signs of Water Pollution
4.37,221.63,18.69,Signs of Water Pollution
3.93,97.51,6.48,Signs of Water Pollution
2.9,23.41,29.19,Signs of Water Pollution
13.87,6.15,5.27,Signs of Water Pollution
13.89,27.55,23.53,Signs of Water Pollution
11.68,210.45,2.78,Signs of Water Pollution
1.21,189.02,39.37,Signs of Water Pollution
0.99,188.7,38.61,Signs of Water Pollution
4.46,183.08,28.22,Signs of Water Pollution
12.59,0.98,37.9,Signs of Water Pollution
3.34,236.15,17.84,Signs of Water Pollution
2.45,83.56,17.55,Signs of Water Pollution
11.61,108.21,33.24,Signs of Water Pollution
11.89,122.22,9.93,Signs of Water Pollution
11.17,121.85,33.94,Signs of Water Pollution
0.61,53.08,42.07,Signs of Water Pollution
9.24,119.37,18.66,Signs of Water Pollution
8.74,241.01,5.32,Signs of Water Pollution
12.09,100.69,18.48,Signs of Water Pollution
9.25,111.13,3.78,Signs of Water Pollution
4.31,39.11,31.27,Signs of Water Pollution
0.12,98.24,20.49,Signs of Water Pollution
1.06,175.21,28.24,Signs of Water Pollution
11.96,127.2,24.18,Signs of Water Pollution
11.83,180.64,19.54,Signs of Water Pollution
1.55,10.44,23.34,Signs of Water Pollution
10.55,166.54,21.17,Signs of Water Pollution
9.18,247.19,2.57,Signs of Water Pollution
12.51,68.49,20.98,Signs of Water Pollution
3.97,137.62,47.9,Signs of Water Pollution
10.88,188.07,7.83,Signs of Water Pollution
12.37,208.5,0.41,Signs of Water Pollution
10.87,93.77,13.91,Signs of Water Pollution
9.05,115.01,38.58,Signs of Water Pollution
9.48,213.94,24.95,Signs of Water Pollution
3.17,132.03,43.95,Signs of Water Pollution
12.19,66.47,45.11,Signs of Water Pollution
2.84,224.2,32.88,Signs of Water Pollution
9.7,100.97,12.77,Signs of Water Pollution
13.6,183.98,2.1,Signs of Water Pollution
1.93,108.95,43.12,Signs of Water Pollution
9.02,2.63,6.51,Signs of Water Pollution
2.6,102.15,38.93,Signs of Water Pollution
10.97,138.01,2.53,Signs of Water Pollution
13.7,123.16,23.32,Signs of Water Pollution
11.94,167.11,39.82,Signs of Water Pollution
1.43,215.5,23.9,Signs of Water Pollution
13.18,220.41,35.31,Signs of Water Pollution
3.3,216.92,4.09,Signs of Water Pollution
13.39,42.53,14,Signs of Water Pollution
8.75,118.85,30.91,Signs of Water Pollution
13.25,222.06,34.6,Signs of Water Pollution
8.62,180.41,6.05,Signs of Water Pollution
1.75,188.18,42.93,Signs of Water Pollution
5.03,200.93,5.75,Signs of Water Pollution
0.7,242.96,16.31,Signs of Water Pollution
11.4,144.57,29.98,Signs of Water Pollution
11.03,52.16,7.82,Signs of Water Pollution
5.12,82.98,14.24,Signs of Water Pollution
1.77,121.95,23.29,Signs of Water Pollution
10.06,248.78,9.09,Signs of Water Pollution
11.62,95.95,15.78,Signs of Water Pollution
2.52,170.66,34.49,Signs of Water Pollution
1.08,219.67,16.92,Signs of Water Pollution
3.93,135.73,31.68,Signs of Water Pollution
4.71,194.17,44.42,Signs of Water Pollution
1.15,152.43,32.65,Signs of Water Pollution
10.56,77.12,43.88,Signs of Water Pollution
9.5,92.29,35.81,Signs of Water Pollution
3.05,128.3,41.21,Signs of Water Pollution
8.6,1.38,21.89,Signs of Water Pollution
3.7,239.27,35.05,Signs of Water Pollution
10.91,96.4,49.67,Signs of Water Pollution
9.18,148.71,41.28,Signs of Water Pollution
3.57,88.97,41.94,Signs of Water Pollution
3.14,101.59,23.29,Signs of Water Pollution
10.21,11.95,13.52,Signs of Water Pollution
0.75,36.63,19.41,Signs of Water Pollution
3.94,205.4,49.92,Signs of Water Pollution
4.14,244.5,43.97,Signs of Water Pollution
10.87,233.1,39.61,Signs of Water Pollution
11.56,223.78,12.67,Signs of Water Pollution
10.45,96.2,27.98,Signs of Water Pollution
0.82,194.22,15.23,Signs of Water Pollution
13.17,41.77,30.27,Signs of Water Pollution
11.44,151.66,44.85,Signs of Water Pollution
11.59,185.91,40.28,Signs of Water Pollution
13.38,233.85,27.4,Signs of Water Pollution
10.31,210.61,28.1,Signs of Water Pollution
9.03,76.7,24.56,Signs of Water Pollution
12.79,29.94,37.23,Signs of Water Pollution
10.31,146.74,7.34,Signs of Water Pollution
2.53,97.37,39.45,Signs of Water Pollution
1.61,179.17,16.62,Signs of Water Pollution
13.41,123.01,34.88,Signs of Water Pollution
11.25,120,13.08,Signs of Water Pollution
3.36,11.24,2.61,Signs of Water Pollution
10.87,81.9,49.38,Signs of Water Pollution
0.34,94.63,39.78,Signs of Water Pollution
9.36,152.93,18.4,Signs of Water Pollution
5.1,231.12,27.82,Signs of Water Pollution
2.69,162.15,21.1,Signs of Water Pollution
9.89,18.51,9.68,Signs of Water Pollution
2.24,238.96,29.78,Signs of Water Pollution
0.4,237.95,47.44,Signs of Water Pollution
10.14,180.58,48.73,Signs of Water Pollution
5.37,114,49.75,Signs of Water Pollution
13.53,6.34,30.31,Signs of Water Pollution
9.42,0.51,26.54,Signs of Water Pollution
11.9,39.23,43.55,Signs of Water Pollution
4.04,13.24,47.39,Signs of Water Pollution
13.49,203.89,17.02,Signs of Water Pollution
13.64,59.51,18.49,Signs of Water Pollution
2.66,160.94,33.67,Signs of Water Pollution
2.16,186.43,7.2,Signs of Water Pollution
5.47,240.97,5.95,Signs of Water Pollution
9.28,57.44,37.28,Signs of Water Pollution
13.43,151.93,19.53,Signs of Water Pollution
3.53,55.68,4.7,Signs of Water Pollution
1.47,152.21,25.98,Signs of Water Pollution
0.55,5.85,34.63,Signs of Water Pollution
5.36,125.9,1.66,Signs of Water Pollution
12.23,9.74,19.74,Signs of Water Pollution
12.29,144.68,9.26,Signs of Water Pollution
3.34,188.53,30.51,Signs of Water Pollution
0.19,117.5,22.55,Signs of Water Pollution
9.7,184.87,47.05,Signs of Water Pollution
13.1,131.75,19.21,Signs of Water Pollution
3.09,217.91,11.6,Signs of Water Pollution
3.98,141.89,13.53,Signs of Water Pollution
11.08,221.15,19.95,Signs of Water Pollution
2,79.49,45.42,Signs of Water Pollution
13.98,132.69,5.24,Signs of Water Pollution
12.8,219.07,42.48,Signs of Water Pollution
5.47,76.72,37.05,Signs of Water Pollution
13.68,215.03,24.4,Signs of Water Pollution
11.33,37.52,27.17,Signs of Water Pollution
10.16,28.39,33.06,Signs of Water Pollution
11.36,43.04,29.42,Signs of Water Pollution
8.71,188.72,33.56,Signs of Water Pollution
2.96,57.65,8.31,Signs of Water Pollution
12.6,151.11,24.86,Signs of Water Pollution
9.47,199.5,20.57,Signs of Water Pollution
11.09,132.27,19.34,Signs of Water Pollution
5.39,58.62,21.77,Signs of Water Pollution
13.6,147.86,17.95,Signs of Water Pollution
4.55,92.32,11.4,Signs of Water Pollution
12.56,177.26,18.67,Signs of Water Pollution
12.27,208.9,44,Signs of Water Pollution
2.22,151.26,28.22,Signs of Water Pollution
13.72,6.36,8.67,Signs of Water Pollution
9.22,77,25.7,Signs of Water Pollution
9.61,65.74,23.07,Signs of Water Pollution
2.63,107.67,17.47,Signs of Water Pollution
3.08,203.97,20.65,Signs of Water Pollution
8.57,45.38,44.39,Signs of Water Pollution
5.44,116.66,23.52,Signs of Water Pollution
11.18,4.5,28.74,Signs of Water Pollution
4.54,230.61,16.39,Signs of Water Pollution
9.42,43.68,14.81,Signs of Water Pollution
9.48,209.13,49.69,Signs of Water Pollution
3.31,127.53,18.23,Signs of Water Pollution
12.18,231.21,25.78,Signs of Water Pollution
1.96,16.36,36.4,Signs of Water Pollution
5.05,158.34,44.53,Signs of Water Pollution
4.77,73.71,18.35,Signs of Water Pollution
12.91,57.71,10.18,Signs of Water Pollution
12.16,235.42,26.63,Signs of Water Pollution
0.18,105.13,41.49,Signs of Water Pollution
12.53,23.18,22.45,Signs of Water Pollution
12.94,12.79,12.32,Signs of Water Pollution
1.3,97.76,17.79,Signs of Water Pollution
3.3,11.06,37.67,Signs of Water Pollution
10.87,8.05,42.62,Signs of Water Pollution
5.12,196.01,16.76,Signs of Water Pollution
5.28,152.88,36.02,Signs of Water Pollution
1.32,105.43,19.78,Signs of Water Pollution
11.98,35.64,21.99,Signs of Water Pollution
9.83,239.01,5.72,Signs of Water Pollution
0.29,170.63,16.88,Signs of Water Pollution
11.87,3.4,40.77,Signs of Water Pollution
3.49,8.68,24.32,Signs of Water Pollution
5.56,414.61,48.13,Signs of Water Pollution
7.4,395.04,5.58,Signs of Water Pollution
7.88,313.82,9.84,Signs of Water Pollution
6.98,806.01,48.3,Signs of Water Pollution
5.76,882.92,13.91,Signs of Water Pollution
6.25,363.69,24.67,Signs of Water Pollution
7.45,881.19,45.13,Signs of Water Pollution
8.34,851.93,5.8,Signs of Water Pollution
6.82,567.5,4.21,Signs of Water Pollution
7.43,903.41,11.61,Signs of Water Pollution
6.12,879.01,23.9,Signs of Water Pollution
8.15,693.96,13.63,Signs of Water Pollution
8.14,681.57,0.1,Signs of Water Pollution
5.87,629.49,41.59,Signs of Water Pollution
6.25,659.33,28.09,Signs of Water Pollution
6.3,332.21,16.96,Signs of Water Pollution
5.79,667.74,6.89,Signs of Water Pollution
5.55,827.56,47.83,Signs of Water Pollution
8.39,757.12,34.96,Signs of Water Pollution
5.8,716.82,28.5,Signs of Water Pollution
5.52,484.2,8.57,Signs of Water Pollution
8.49,346.6,4.69,Signs of Water Pollution
6.89,848.8,36.49,Signs of Water Pollution
7.89,468.12,22.46,Signs of Water Pollution
5.87,756.79,28.24,Signs of Water Pollution
7.82,561.79,0.65,Signs of Water Pollution
8.48,797.17,28.28,Signs of Water Pollution
8.12,824.55,34.12,Signs of Water Pollution
7.35,557.05,32.26,Signs of Water Pollution
5.93,807.14,39.8,Signs of Water Pollution
5.6,488.25,26.98,Signs of Water Pollution
6.73,394.28,8.32,Signs of Water Pollution
7.53,731.4,11.6,Signs of Water Pollution
6.31,298.38,49.05,Signs of Water Pollution
7.4,652.28,9.02,Signs of Water Pollution
6.3,678.93,15.36,Signs of Water Pollution
8.2,343.73,19.59,Signs of Water Pollution
8.19,716.99,34.73,Signs of Water Pollution
6.71,881.61,11.99,Signs of Water Pollution
6.18,534.07,28.29,Signs of Water Pollution
6.63,731.14,32.06,Signs of Water Pollution
6.44,315.25,43.44,Signs of Water Pollution
7.88,632.49,8.26,Signs of Water Pollution
8.49,293.69,4.61,Signs of Water Pollution
7.73,831.83,29.47,Signs of Water Pollution
7.19,515.07,23.71,Signs of Water Pollution
7.85,514.01,2.36,Signs of Water Pollution
7.7,613.75,18.65,Signs of Water Pollution
7.78,891.03,23.33,Signs of Water Pollution
6.26,607.47,41.34,Signs of Water Pollution
5.52,639.5,19.21,Signs of Water Pollution
7.92,729.59,9.9,Signs of Water Pollution
6.11,618.24,42.18,Signs of Water Pollution
5.55,914.17,32.43,Signs of Water Pollution
6.51,280.82,43.09,Signs of Water Pollution
8.23,256.19,9.87,Signs of Water Pollution
7.46,824.24,12.45,Signs of Water Pollution
6.58,917.86,29.16,Signs of Water Pollution
6.74,848.34,17.49,Signs of Water Pollution
6.59,389.02,5.37,Signs of Water Pollution
5.85,458.27,46.55,Signs of Water Pollution
7.4,493.69,47.63,Signs of Water Pollution
8.3,546.27,18.84,Signs of Water Pollution
7.83,948.64,26.6,Signs of Water Pollution
7.8,517.98,43.49,Signs of Water Pollution
7.41,568.64,24.5,Signs of Water Pollution
8.45,638.37,44.77,Signs of Water Pollution
6.61,977.47,40.65,Signs of Water Pollution
6.44,720.92,45.87,Signs of Water Pollution
7.58,915.98,18.76,Signs of Water Pollution
7.52,564.88,16.4,Signs of Water Pollution
7.13,300.83,20.28,Signs of Water Pollution
5.59,310.22,48.74,Signs of Water Pollution
5.97,562.61,2.12,Signs of Water Pollution
8.27,479.22,22.9,Signs of Water Pollution
7.32,419.95,17.66,Signs of Water Pollution
7.7,806.6,17.69,Signs of Water Pollution
6.99,912.76,40.46,Signs of Water Pollution
6.76,461.75,25.35,Signs of Water Pollution
6.34,673.69,33.66,Signs of Water Pollution
6.96,725.19,6.14,Signs of Water Pollution
8.36,748.32,39.54,Signs of Water Pollution
6.81,749.57,0.13,Signs of Water Pollution
6.21,816.87,32.35,Signs of Water Pollution
5.76,974.84,48.46,Signs of Water Pollution
5.58,299.8,48.33,Signs of Water Pollution
7.52,793.36,38.81,Signs of Water Pollution
6.1,814.55,34.27,Signs of Water Pollution
5.94,376.13,0.5,Signs of Water Pollution
7.97,863.55,27.13,Signs of Water Pollution
5.91,644.39,2.47,Signs of Water Pollution
7.73,274.58,46.59,Signs of Water Pollution
6.45,281.31,27.21,Signs of Water Pollution
5.91,711.55,13.24,Signs of Water Pollution
6.35,846.69,11.17,Signs of Water Pollution
6.46,682.84,24.01,Signs of Water Pollution
8.14,405.17,42.32,Signs of Water Pollution
7.86,360.78,2.9,Signs of Water Pollution
6.43,379.3,40.87,Signs of Water Pollution
7.53,704.79,11.95,Signs of Water Pollution
7.2,547.84,5.29,Signs of Water Pollution
7.91,653.89,29.11,Signs of Water Pollution
6.65,332.16,25.56,Signs of Water Pollution
6.44,729.7,34.98,Signs of Water Pollution
6.63,461,39.62,Signs of Water Pollution
